product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Automotive,Car Accessories,1365.38,812.25,34.85,20387.8,114.56,7.37,2.92,Holi,Social Media,Medium,Amazon,East,West Bengal,Kolkata,UPI,1245,1107483.61,-90670.76
Automotive,Cleaning Care,4324.29,2869.0,37.99,19472.59,166.55,12.77,4.65,Regular Season,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1413,3788948.52,-664203.03
Books,Self-Help,843.92,473.0,10.99,38162.72,74.79,2.25,4.74,Diwali,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,3939,2958871.2,749169.24
Home & Kitchen,Home Decor,7200.23,3393.4,29.4,25677.32,348.32,7.01,4.69,Diwali,Affiliate,High,Amazon,Central,Rajasthan,Jaipur,Credit Card,2015,10242975.2,2533301.01
Home & Kitchen,Home Decor,527.78,320.8,25.47,37192.41,197.79,6.29,4.29,Diwali,Social Media,High,Amazon,North,Delhi,New Delhi,UPI,3272,1287055.71,-483822.51
Electronics,Smartwatches,4215.46,2827.85,24.47,1824.72,223.99,5.88,3.29,Christmas,Affiliate,Low,Snapdeal,East,West Bengal,Kolkata,Net Banking,571,1818027.99,46106.3
Automotive,Car Electronics,2406.35,1094.19,49.27,34606.14,255.6,5.78,3.39,Raksha Bandhan,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,COD,1696,2070377.34,-292816.25
Home & Kitchen,Storage,1949.82,1034.27,15.65,17212.73,258.36,12.32,4.55,Regular Season,Search Ads,High,Amazon,North,Delhi,New Delhi,UPI,761,1251596.28,214338.78
Home & Kitchen,Kitchen Appliances,2069.18,1212.66,23.64,17294.89,78.79,8.98,3.63,Republic Day,Search Ads,Low,Amazon,South,Karnataka,Bengaluru,Credit Card,1041,1644806.91,251089.44
Electronics,Smartwatches,19697.36,12952.72,27.32,17674.8,268.49,9.22,3.17,Holi,Search Ads,Medium,Flipkart,East,West Bengal,Kolkata,COD,507,7258232.91,379759.28
Home & Kitchen,Bedding,5111.46,3314.83,23.61,19966.51,222.53,9.54,2.62,Raksha Bandhan,Influencer,Medium,Amazon,North,Delhi,New Delhi,UPI,683,2666872.05,169641.74
Sports & Fitness,Gym Equipment,2979.54,1809.73,29.09,29144.16,341.1,5.89,4.54,Raksha Bandhan,Affiliate,Low,Amazon,South,Karnataka,Bengaluru,UPI,2672,5645379.73,-228827.67
Fashion,Watches,3604.67,1376.23,39.5,21576.85,283.42,21.77,3.4,Diwali,Organic Search,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,2020,4405267.21,817579.16
Books,Non-Fiction,258.43,137.09,47.24,29435.24,167.65,4.66,3.5,Navratri,Social Media,Low,Snapdeal,South,Karnataka,Bengaluru,Credit Card,4685,638788.82,-844136.48
Fashion,Men's Apparel,4042.07,1416.44,52.77,8037.33,117.88,23.73,2.57,Eid,Influencer,Low,Flipkart,Central,Rajasthan,Jaipur,Credit Card,764,1458529.22,203386.6
Electronics,Smartwatches,2958.66,2087.8,33.58,34252.05,313.18,5.79,2.65,Diwali,Influencer,Low,Myntra,North,Delhi,New Delhi,UPI,1655,3252309.96,-820584.75
Beauty & Personal Care,Haircare,1257.81,626.84,54.34,23008.3,180.55,7.83,2.98,Diwali,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,UPI,2341,1344473.86,-613906.85
Books,Self-Help,951.52,388.75,20.84,5392.86,156.82,2.55,3.02,Diwali,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,COD,1264,952074.17,251420.97
Electronics,Laptops,17798.05,12900.65,30.55,34419.4,175.98,4.51,2.97,Regular Season,Search Ads,Medium,Flipkart,East,West Bengal,Kolkata,UPI,414,5117348.73,-392656.69
Automotive,Riding Gear,2819.71,1309.13,13.8,7856.37,176.34,11.58,4.08,Eid,Affiliate,High,Amazon,North,Delhi,New Delhi,UPI,928,2255587.54,824569.49
Beauty & Personal Care,Grooming,609.86,261.68,9.23,26083.25,279.24,2.39,3.01,Navratri,Social Media,Medium,Flipkart,North,Delhi,New Delhi,Credit Card,1156,639926.83,-17124.87
Fashion,Footwear,2197.44,1008.64,32.21,18579.86,174.5,26.19,3.59,Eid,Organic Search,Medium,Myntra,East,West Bengal,Kolkata,UPI,1483,2209142.91,304140.37
Electronics,Headphones,13205.04,8613.63,18.35,15196.62,163.41,11.08,4.07,Diwali,Search Ads,Medium,Meesho,East,West Bengal,Kolkata,UPI,1398,15073117.39,2441403.5
Automotive,Car Accessories,4223.61,2056.54,32.05,19538.43,92.5,8.66,3.12,Eid,Email Marketing,High,Amazon,North,Delhi,New Delhi,UPI,678,1945821.35,436330.91
Books,Non-Fiction,162.68,96.74,41.17,6809.36,267.08,3.3,3.43,Diwali,Organic Search,Medium,Myntra,Central,Rajasthan,Jaipur,Net Banking,2061,197247.27,-570122.46
Books,Children Books,1227.84,560.04,42.65,20072.45,101.8,4.17,4.43,Republic Day,Affiliate,Medium,Meesho,South,Karnataka,Bengaluru,UPI,2790,1964623.81,75806.72
Toys & Games,Puzzles,3919.97,1856.08,32.76,13024.81,282.8,4.01,3.08,Regular Season,Influencer,Medium,Snapdeal,Central,Rajasthan,Jaipur,UPI,626,1650003.18,282841.87
Automotive,Riding Gear,3802.24,1870.43,23.04,17685.35,327.6,13.14,2.85,Navratri,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,UPI,978,2861827.42,613327.06
Sports & Fitness,Yoga Mats,5853.47,3264.74,16.57,31018.8,257.27,11.37,2.72,Regular Season,Search Ads,Medium,Snapdeal,West,Maharashtra,Mumbai,Credit Card,440,2148762.01,520791.36
Home & Kitchen,Cookware,7079.95,3217.39,50.12,5641.06,72.71,13.65,4.26,Navratri,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,COD,1914,6759250.92,236715.68
Beauty & Personal Care,Fragrances,424.7,209.06,20.36,29717.39,51.36,3.6,4.56,Navratri,Search Ads,Medium,Flipkart,North,Delhi,New Delhi,UPI,3689,1247734.45,246976.27
Automotive,Car Accessories,2244.72,1206.03,41.73,34338.15,115.45,4.47,3.94,Navratri,Influencer,Low,Amazon,West,Maharashtra,Mumbai,UPI,3312,4332090.52,-132172.47
Toys & Games,Dolls,3544.54,2198.21,54.85,23658.13,315.8,13.88,2.95,Regular Season,Social Media,Medium,Snapdeal,Central,Rajasthan,Jaipur,UPI,960,1536345.42,-995028.94
Home & Kitchen,Bedding,1399.93,908.62,51.91,34865.76,226.9,4.34,4.01,Regular Season,Organic Search,High,Flipkart,Central,Rajasthan,Jaipur,UPI,1596,1074469.23,-796278.93
Home & Kitchen,Cookware,2983.93,1575.05,27.11,1518.59,248.83,13.92,4.65,Republic Day,Social Media,Medium,Myntra,South,Karnataka,Bengaluru,COD,1108,2409885.13,307587.12
Electronics,Smartwatches,3787.1,3023.2,42.29,33261.27,97.1,7.22,4.06,Regular Season,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,UPI,1429,3123130.1,-1452027.72
Home & Kitchen,Storage,7162.43,3930.09,33.57,24074.78,221.8,9.34,3.91,Raksha Bandhan,Affiliate,Low,Snapdeal,East,West Bengal,Kolkata,UPI,1524,7251195.43,744000.78
Sports & Fitness,Gym Equipment,4860.27,2442.81,35.57,19380.08,302.49,7.04,4.01,Regular Season,Search Ads,Medium,Snapdeal,Central,Rajasthan,Jaipur,Debit Card,1080,3381989.72,339753.25
Books,Fiction,276.73,145.83,46.1,10972.01,122.04,3.71,3.34,Dussehra,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,2206,329041.38,-280829.66
Toys & Games,Dolls,5007.71,2555.94,21.47,19208.52,163.28,7.56,3.6,Republic Day,Search Ads,Medium,Meesho,East,West Bengal,Kolkata,UPI,832,3271885.48,944959.18
Home & Kitchen,Home Decor,6258.57,3982.05,51.56,1953.37,58.06,9.36,3.53,Independence Day,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,UPI,765,2319213.25,-846785.61
Electronics,Smartphones,3362.32,2402.86,13.22,22278.85,126.1,5.97,3.94,Republic Day,Affiliate,Medium,Amazon,West,Maharashtra,Mumbai,Net Banking,1025,2990766.83,335686.54
Sports & Fitness,Gym Equipment,5209.0,2746.54,9.49,32549.1,337.47,10.59,3.99,Holi,Organic Search,Low,Amazon,East,West Bengal,Kolkata,UPI,1712,8071508.02,2604054.53
Fashion,Watches,3063.83,1186.02,34.94,22649.59,96.71,18.14,4.68,Diwali,Organic Search,Medium,Amazon,North,Delhi,New Delhi,UPI,3278,6534128.52,2101626.16
Books,Non-Fiction,801.54,447.31,13.54,27465.84,58.41,5.47,3.9,Raksha Bandhan,Email Marketing,Low,Flipkart,West,Maharashtra,Mumbai,COD,1827,1266131.98,300621.35
Books,Fiction,609.68,268.22,14.69,38815.82,200.24,2.5,4.07,Navratri,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,2587,1345545.29,84011.41
Toys & Games,Dolls,1605.74,991.65,53.79,3611.64,115.84,10.48,4.26,Republic Day,Social Media,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,1597,1184993.89,-638465.12
Books,Competitive Exams,1268.16,557.37,24.45,13198.37,345.42,2.49,4.89,Diwali,Influencer,Medium,Amazon,West,Maharashtra,Mumbai,UPI,3645,3492255.84,160065.88
Home & Kitchen,Storage,1954.5,1187.67,26.87,32630.37,189.56,5.72,3.42,Regular Season,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,970,1386446.07,-3830.34
Electronics,Headphones,16875.43,14124.15,42.1,24953.24,78.25,7.16,4.76,Independence Day,Influencer,High,Meesho,West,Maharashtra,Mumbai,UPI,1339,13083200.25,-6301046.64
Books,Children Books,302.55,136.3,16.51,31654.85,333.69,4.23,4.44,Diwali,Email Marketing,Medium,Amazon,West,Maharashtra,Mumbai,UPI,3489,881317.89,-819784.79
Books,Children Books,163.48,66.95,22.31,17046.02,249.06,2.85,3.25,Dussehra,Search Ads,Low,Amazon,West,Maharashtra,Mumbai,COD,1988,252491.13,-400786.7
Fashion,Watches,810.04,363.31,46.71,10496.18,292.83,12.12,2.99,Eid,Organic Search,High,Amazon,South,Karnataka,Bengaluru,UPI,1297,559876.4,-338927.03
Fashion,Handbags,610.41,290.39,5.84,27505.69,320.83,21.59,3.57,Eid,Email Marketing,High,Myntra,South,Karnataka,Bengaluru,UPI,1200,689714.47,-131624.1
Beauty & Personal Care,Makeup,1277.1,575.79,32.34,31623.3,325.81,3.74,3.64,Regular Season,Organic Search,Medium,Myntra,West,Maharashtra,Mumbai,UPI,1135,980737.45,-87227.43
Sports & Fitness,Sportswear,2369.57,1640.2,9.68,20267.21,277.08,12.97,3.5,Regular Season,Search Ads,Low,Flipkart,West,Maharashtra,Mumbai,COD,821,1757100.61,104330.63
Home & Kitchen,Cookware,5208.58,2929.77,35.12,32835.43,129.54,5.35,4.82,Diwali,Organic Search,Low,Myntra,North,Delhi,New Delhi,UPI,4319,14595312.03,1165107.61
Books,Competitive Exams,589.28,346.29,37.65,27133.55,224.47,2.7,3.51,Holi,Search Ads,Medium,Flipkart,East,West Bengal,Kolkata,Debit Card,2703,993125.66,-591281.34
Automotive,Riding Gear,3023.34,1272.6,38.64,26257.19,298.69,5.41,3.66,Independence Day,Organic Search,High,Amazon,North,Delhi,New Delhi,UPI,1146,2125969.15,270029.58
Books,Fiction,1352.51,639.45,46.63,16069.95,77.57,5.16,4.48,Regular Season,Organic Search,High,Flipkart,West,Maharashtra,Mumbai,COD,1406,1014899.43,-23712.44
Electronics,Accessories,24148.77,15701.11,41.72,26410.42,228.08,6.99,3.11,Independence Day,Affiliate,High,Myntra,Central,Rajasthan,Jaipur,Credit Card,388,5460674.42,-855812.86
Beauty & Personal Care,Grooming,1246.38,488.06,5.19,35240.22,193.13,5.88,2.76,Dussehra,Influencer,Low,Amazon,West,Maharashtra,Mumbai,COD,959,1133243.47,432416.49
Sports & Fitness,Yoga Mats,557.91,257.7,33.82,24675.7,341.93,12.0,3.39,Regular Season,Email Marketing,Low,Amazon,North,Delhi,New Delhi,Credit Card,1991,735126.65,-539651.76
Automotive,Car Electronics,3659.15,1566.9,45.22,38273.2,298.75,14.98,3.15,Republic Day,Organic Search,Low,Amazon,East,West Bengal,Kolkata,UPI,1359,2724091.54,40243.83
Beauty & Personal Care,Fragrances,1808.24,903.52,12.14,38738.23,281.79,2.43,4.33,Navratri,Search Ads,Low,Meesho,West,Maharashtra,Mumbai,Credit Card,2747,4364212.92,1044945.12
Toys & Games,Puzzles,3922.09,2073.11,34.18,36286.53,186.24,6.09,4.03,Dussehra,Social Media,Low,Myntra,North,Delhi,New Delhi,Net Banking,2619,6760999.93,709959.62
Sports & Fitness,Yoga Mats,1955.62,1267.72,22.09,19140.89,88.46,5.33,2.93,Diwali,Affiliate,High,Myntra,South,Karnataka,Bengaluru,COD,1083,1650084.3,141352.91
Books,Competitive Exams,1495.43,758.31,51.25,15482.86,104.67,4.73,3.81,Regular Season,Organic Search,Medium,Amazon,East,West Bengal,Kolkata,Debit Card,1225,893052.1,-193598.28
Books,Non-Fiction,337.91,142.6,54.68,36850.11,118.54,4.13,2.78,Christmas,Social Media,Medium,Meesho,South,Karnataka,Bengaluru,COD,2049,313785.52,-266172.93
Sports & Fitness,Gym Equipment,1882.66,1031.9,39.29,20094.99,66.15,10.35,3.38,Raksha Bandhan,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,1171,1338409.54,-2776.82
Books,Non-Fiction,1264.38,624.21,38.34,18319.68,260.67,4.84,2.66,Raksha Bandhan,Influencer,Medium,Amazon,North,Delhi,New Delhi,UPI,946,737517.41,-131011.4
Home & Kitchen,Home Decor,5754.03,2826.33,14.48,13861.08,43.1,9.6,3.57,Diwali,Affiliate,Medium,Meesho,Central,Rajasthan,Jaipur,Debit Card,1087,5348960.1,2140046.53
Sports & Fitness,Supplements,2305.31,995.44,38.72,29560.23,58.61,6.11,4.63,Eid,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,Credit Card,3670,5184586.86,1224288.24
Beauty & Personal Care,Skincare,1227.96,381.23,32.17,9513.44,293.11,3.49,2.81,Raksha Bandhan,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,806,671337.77,111502.84
Sports & Fitness,Gym Equipment,1332.0,914.91,42.22,14155.04,342.59,7.16,4.74,Regular Season,Affiliate,Low,Myntra,South,Karnataka,Bengaluru,UPI,2944,2265789.54,-1534766.4
Automotive,Helmets,1730.8,707.92,42.37,10169.48,210.53,4.79,3.53,Republic Day,Organic Search,High,Flipkart,Central,Rajasthan,Jaipur,UPI,959,956564.18,52635.92
Books,Fiction,1105.77,450.86,51.69,11354.69,140.26,3.52,3.22,Dussehra,Email Marketing,Low,Amazon,South,Karnataka,Bengaluru,Credit Card,2413,1289018.54,-164239.13
Home & Kitchen,Cookware,1944.16,1207.4,33.22,23964.59,55.72,5.04,2.88,Holi,Influencer,Medium,Meesho,East,West Bengal,Kolkata,UPI,1319,1712470.95,532.75
Home & Kitchen,Storage,3390.83,2156.52,45.18,12274.12,194.65,11.95,2.51,Regular Season,Affiliate,Low,Amazon,Central,Rajasthan,Jaipur,Debit Card,530,985192.09,-313512.01
Toys & Games,Board Games,5733.56,2409.78,54.81,12383.69,224.96,10.43,3.53,Christmas,Email Marketing,Low,Amazon,North,Delhi,New Delhi,UPI,1644,4259597.04,-206886.83
Beauty & Personal Care,Makeup,637.75,275.52,24.22,7324.83,306.94,3.01,3.65,Diwali,Organic Search,Low,Amazon,South,Karnataka,Bengaluru,Credit Card,2627,1269594.82,-285434.24
Fashion,Men's Apparel,2905.6,1542.85,43.47,3415.65,262.94,19.93,4.75,Diwali,Email Marketing,High,Meesho,North,Delhi,New Delhi,COD,2247,3690777.67,-601856.45
Fashion,Watches,845.51,329.32,35.92,3720.46,226.19,24.39,4.2,Regular Season,Organic Search,High,Amazon,North,Delhi,New Delhi,Debit Card,1093,592190.47,-70799.34
Sports & Fitness,Cycles,1327.96,746.28,5.46,24789.09,299.61,14.39,2.63,Republic Day,Search Ads,Medium,Amazon,West,Maharashtra,Mumbai,COD,652,818555.61,80286.6
Toys & Games,Puzzles,5204.13,2210.2,13.43,19893.99,326.02,4.3,2.56,Holi,Affiliate,High,Snapdeal,Central,Rajasthan,Jaipur,Credit Card,380,1711981.83,716631.99
Electronics,Laptops,20956.65,17432.94,50.68,29809.98,242.98,4.46,3.55,Diwali,Influencer,High,Amazon,Central,Rajasthan,Jaipur,UPI,1192,12320297.18,-9017365.96
Sports & Fitness,Sportswear,3297.29,1755.13,25.77,26723.46,219.51,3.46,2.86,Regular Season,Email Marketing,High,Flipkart,West,Maharashtra,Mumbai,UPI,418,1023087.76,163031.39
Toys & Games,Dolls,5647.33,3711.77,6.31,28452.04,80.27,13.17,4.78,Holi,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1262,6677221.15,1702314.92
Beauty & Personal Care,Haircare,254.74,90.47,33.26,32547.84,160.81,5.36,3.92,Navratri,Social Media,Low,Snapdeal,West,Maharashtra,Mumbai,Debit Card,4215,716606.8,-398361.5
Beauty & Personal Care,Skincare,1391.67,501.91,19.83,16833.82,282.0,7.99,3.31,Raksha Bandhan,Influencer,High,Flipkart,North,Delhi,New Delhi,Credit Card,922,1028677.1,269447.45
Beauty & Personal Care,Makeup,2654.86,853.75,23.12,19778.37,250.6,4.74,4.34,Diwali,Affiliate,High,Flipkart,North,Delhi,New Delhi,UPI,1268,2588059.47,1147606.09
Beauty & Personal Care,Makeup,2023.47,689.71,19.35,21379.55,251.4,2.78,4.23,Christmas,Social Media,Low,Amazon,West,Maharashtra,Mumbai,Credit Card,1385,2260221.05,923925.35
Beauty & Personal Care,Haircare,1776.98,565.48,47.52,37877.65,299.31,4.93,3.03,Regular Season,Social Media,High,Snapdeal,Central,Rajasthan,Jaipur,UPI,653,608961.09,-2993.37
Toys & Games,Educational Toys,1228.75,853.38,25.67,21114.3,98.84,4.86,4.2,Independence Day,Organic Search,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,1896,1731673.44,-119062.62
Toys & Games,Action Figures,5948.12,3221.81,28.17,2260.71,206.88,8.65,4.21,Christmas,Affiliate,High,Amazon,North,Delhi,New Delhi,UPI,678,2896778.46,516562.11
Home & Kitchen,Home Decor,7801.44,3634.59,5.88,24386.7,299.22,6.23,4.28,Republic Day,Social Media,High,Flipkart,West,Maharashtra,Mumbai,UPI,729,5352839.47,2412642.72
Automotive,Helmets,1198.29,669.55,42.67,15252.86,228.42,4.29,4.61,Regular Season,Search Ads,Low,Myntra,North,Delhi,New Delhi,UPI,2837,1948961.29,-648104.93
Fashion,Footwear,1325.09,536.48,30.89,24567.32,263.94,22.53,4.21,Diwali,Social Media,Low,Meesho,East,West Bengal,Kolkata,UPI,4547,4164004.82,227334.76
Books,Non-Fiction,812.96,326.76,19.83,28273.17,318.18,4.8,4.69,Dussehra,Email Marketing,Medium,Myntra,South,Karnataka,Bengaluru,Credit Card,2846,1854880.59,-41784.29
Beauty & Personal Care,Makeup,886.95,369.78,47.03,7106.16,227.07,5.71,3.47,Christmas,Social Media,Medium,Snapdeal,Central,Rajasthan,Jaipur,Debit Card,1467,689222.15,-210717.02
Electronics,Accessories,24838.63,19188.05,47.16,17210.1,279.83,5.49,3.42,Navratri,Search Ads,Medium,Amazon,West,Maharashtra,Mumbai,Credit Card,914,11996005.13,-6062575.4
Books,Non-Fiction,527.8,245.68,37.21,27979.24,155.24,3.6,3.3,Navratri,Affiliate,Low,Flipkart,East,West Bengal,Kolkata,Credit Card,3068,1016752.44,-256606.05
Toys & Games,Educational Toys,4992.12,2512.12,27.9,18293.53,215.82,14.13,2.75,Navratri,Influencer,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,790,2843461.63,587944.73
Electronics,Smartwatches,13023.26,10672.92,54.28,35366.26,217.38,6.38,3.59,Dussehra,Organic Search,Low,Amazon,East,West Bengal,Kolkata,UPI,1835,10926020.26,-9418148.86
Electronics,Smartwatches,14316.66,10836.79,9.77,31530.63,68.88,3.97,3.13,Diwali,Search Ads,High,Amazon,Central,Rajasthan,Jaipur,UPI,615,7944522.23,1139017.27
Electronics,Smartphones,4173.69,3164.18,28.33,21682.8,270.07,6.68,4.83,Diwali,Email Marketing,Medium,Snapdeal,North,Delhi,New Delhi,UPI,3231,9664837.39,-1652783.75
Home & Kitchen,Cookware,4082.36,2205.34,48.88,10718.02,115.01,11.78,4.76,Dussehra,Email Marketing,High,Amazon,West,Maharashtra,Mumbai,UPI,1816,3789814.82,-564904.78
Toys & Games,Action Figures,3950.39,1641.33,26.65,9617.15,247.37,8.78,2.58,Regular Season,Social Media,Low,Meesho,East,West Bengal,Kolkata,Debit Card,465,1347389.15,437724.17
Electronics,Accessories,5952.34,5049.58,45.2,33263.65,170.14,3.19,4.74,Republic Day,Social Media,Low,Flipkart,South,Karnataka,Bengaluru,COD,2714,8852748.62,-5463494.05
Beauty & Personal Care,Haircare,1538.15,587.91,34.58,16012.31,224.98,7.55,3.87,Holi,Social Media,Medium,Meesho,North,Delhi,New Delhi,UPI,2189,2202698.17,364387.59
Sports & Fitness,Supplements,3807.25,1827.28,25.28,34742.46,314.27,5.81,3.63,Christmas,Social Media,Medium,Meesho,Central,Rajasthan,Jaipur,Credit Card,1002,2850466.75,634149.06
Electronics,Laptops,9064.06,6211.35,49.46,34843.13,323.04,7.8,4.01,Eid,Affiliate,High,Snapdeal,West,Maharashtra,Mumbai,UPI,1736,7952574.2,-3658107.69
Home & Kitchen,Storage,4526.35,2673.38,32.85,9292.09,194.09,6.39,2.93,Republic Day,Organic Search,High,Myntra,South,Karnataka,Bengaluru,COD,558,1696009.77,59378.52
Books,Self-Help,1363.61,774.98,43.15,26841.79,312.61,2.69,3.64,Regular Season,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,1485,1151190.24,-504705.97
Toys & Games,Dolls,1150.93,716.45,20.4,13018.46,166.06,10.25,3.58,Christmas,Affiliate,High,Myntra,North,Delhi,New Delhi,Net Banking,930,852010.46,-6731.03
Automotive,Car Accessories,1838.46,1254.92,13.08,20310.59,48.13,14.67,4.88,Diwali,Influencer,High,Amazon,Central,Rajasthan,Jaipur,UPI,2831,4523908.08,674374.08
Home & Kitchen,Cookware,6983.94,3497.29,29.51,16384.99,57.52,13.1,4.23,Regular Season,Organic Search,Low,Meesho,South,Karnataka,Bengaluru,UPI,1152,5671272.16,1423460.06
Electronics,Laptops,5298.8,3777.83,10.99,3670.0,100.28,8.22,3.1,Republic Day,Organic Search,High,Amazon,West,Maharashtra,Mumbai,Net Banking,249,1174399.01,184722.4
Toys & Games,Dolls,4965.14,2646.37,6.68,29586.19,265.2,8.11,4.1,Regular Season,Influencer,Medium,Snapdeal,South,Karnataka,Bengaluru,Credit Card,867,4017217.32,1407457.33
Sports & Fitness,Sportswear,4551.16,2033.77,16.49,23617.32,158.43,4.18,3.12,Holi,Affiliate,Medium,Meesho,East,West Bengal,Kolkata,UPI,675,2565454.76,1045521.68
Electronics,Laptops,18023.43,13978.93,12.67,26417.19,221.43,6.68,3.62,Raksha Bandhan,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,570,8971721.01,713817.6
Home & Kitchen,Storage,3380.63,1813.9,52.14,20277.87,192.45,7.46,3.28,Holi,Organic Search,High,Myntra,Central,Rajasthan,Jaipur,COD,1000,1617969.52,-449665.97
Fashion,Footwear,1002.18,501.69,25.91,3985.72,209.7,27.99,4.39,Diwali,Organic Search,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,2342,1738970.51,-82040.15
Beauty & Personal Care,Grooming,1173.2,564.26,36.21,20350.86,273.73,3.56,4.39,Diwali,Affiliate,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,4245,3176891.27,-442728.48
Automotive,Helmets,4597.26,2843.21,40.53,29145.89,171.21,7.57,3.61,Regular Season,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,COD,976,2668374.75,-361686.19
Books,Competitive Exams,1028.32,438.73,26.6,16870.11,68.57,2.89,4.17,Holi,Affiliate,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,1974,1489949.3,463455.85
Home & Kitchen,Home Decor,6993.28,3186.15,15.1,19715.08,46.33,9.9,3.17,Dussehra,Social Media,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,666,3954238.28,1727645.26
Toys & Games,Board Games,5982.74,2829.44,42.59,36166.41,165.93,4.27,4.44,Regular Season,Social Media,Medium,Meesho,West,Maharashtra,Mumbai,Net Banking,1985,6817861.7,768898.29
Automotive,Cleaning Care,5218.07,2725.01,37.39,39231.67,293.45,10.84,4.53,Diwali,Search Ads,Medium,Myntra,Central,Rajasthan,Jaipur,Net Banking,3995,13051799.34,595257.69
Automotive,Car Electronics,1499.6,917.3,14.88,35723.97,46.74,10.0,4.12,Regular Season,Search Ads,Medium,Flipkart,South,Karnataka,Bengaluru,Credit Card,1251,1596850.86,323500.71
